#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-11-14 00:00:00+00:00 2016-11-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-11-14 00:00,153.1292,-27.3917,80.60,35.60,19.79,250.00,17.00,0.00,29.68,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140000Z 25017KT CAVOK 27/02 Q1005
YBBN,2016-11-14 00:30,153.1292,-27.3917,80.60,35.60,19.79,240.00,19.00,0.00,29.68,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140030Z 24019KT CAVOK 27/02 Q1005 NOSIG
YBBN,2016-11-14 01:00,153.1292,-27.3917,82.40,37.40,20.04,250.00,15.00,0.00,29.68,M,6.21,25.00,M,M,M,M,M,M,M,M,M,YBBN 140100Z 25015G25KT CAVOK 28/03 Q1005
YBBN,2016-11-14 01:30,153.1292,-27.3917,82.40,33.80,17.38,250.00,18.00,0.00,29.68,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140130Z 25018KT CAVOK 28/01 Q1005 NOSIG
YBBN,2016-11-14 01:42,153.1292,-27.3917,82.40,33.80,17.38,250.00,18.00,0.00,29.68,M,6.21,28.00,M,M,M,M,M,M,M,M,M,YBBN 140142Z 25018G28KT CAVOK 28/01 Q1005 NOSIG
YBBN,2016-11-14 02:00,153.1292,-27.3917,82.40,33.80,17.38,250.00,19.00,0.00,29.65,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140200Z 25019KT CAVOK 28/01 Q1004 NOSIG
YBBN,2016-11-14 02:30,153.1292,-27.3917,84.20,33.80,16.39,240.00,22.00,0.00,29.65,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140230Z 24022KT CAVOK 29/01 Q1004 NOSIG
YBBN,2016-11-14 03:00,153.1292,-27.3917,82.40,35.60,18.67,240.00,22.00,0.00,29.65,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140300Z 24022KT CAVOK 28/02 Q1004 NOSIG
YBBN,2016-11-14 03:30,153.1292,-27.3917,82.40,33.80,17.38,260.00,19.00,0.00,29.65,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140330Z 26019KT CAVOK 28/01 Q1004 NOSIG
YBBN,2016-11-14 03:42,153.1292,-27.3917,84.20,35.60,17.61,250.00,16.00,0.00,29.65,M,6.21,30.00,M,M,M,M,M,M,M,M,M,YBBN 140342Z 25016G30KT CAVOK 29/02 Q1004
