#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-07-30 00:00:00+00:00 2016-07-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-07-30 00:00,153.1292,-27.3917,64.40,42.80,45.32,220.00,5.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300000Z 22005KT CAVOK 18/06 Q1021 NOSIG
YBBN,2016-07-30 00:30,153.1292,-27.3917,66.20,41.00,39.72,250.00,5.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300030Z 25005KT 200V320 CAVOK 19/05 Q1021 NOSIG
YBBN,2016-07-30 01:00,153.1292,-27.3917,66.20,39.20,37.03,210.00,5.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300100Z 21005KT 170V260 CAVOK 19/04 Q1020
YBBN,2016-07-30 01:30,153.1292,-27.3917,68.00,39.20,34.80,240.00,4.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300130Z 24004KT CAVOK 20/04 Q1020 NOSIG
YBBN,2016-07-30 02:00,153.1292,-27.3917,68.00,39.20,34.80,340.00,3.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300200Z 34003KT CAVOK 20/04 Q1019
YBBN,2016-07-30 02:30,153.1292,-27.3917,69.80,42.80,37.61,20.00,7.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300230Z 02007KT CAVOK 21/06 Q1019 NOSIG
YBBN,2016-07-30 03:00,153.1292,-27.3917,69.80,46.40,43.13,50.00,7.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300300Z 05007KT CAVOK 21/08 Q1019 NOSIG
YBBN,2016-07-30 03:30,153.1292,-27.3917,69.80,41.00,35.09,40.00,8.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300330Z 04008KT CAVOK 21/05 Q1018 NOSIG
YBBN,2016-07-30 04:00,153.1292,-27.3917,69.80,41.00,35.09,30.00,8.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300400Z 03008KT CAVOK 21/05 Q1018 NOSIG
YBBN,2016-07-30 04:30,153.1292,-27.3917,69.80,41.00,35.09,40.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300430Z 04007KT CAVOK 21/05 Q1018 NOSIG
YBBN,2016-07-30 05:00,153.1292,-27.3917,69.80,39.20,32.72,50.00,8.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300500Z 05008KT CAVOK 21/04 Q1018
YBBN,2016-07-30 05:30,153.1292,-27.3917,69.80,39.20,32.72,60.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300530Z 06007KT CAVOK 21/04 Q1018 NOSIG
YBBN,2016-07-30 06:00,153.1292,-27.3917,68.00,37.40,32.43,80.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300600Z 08007KT CAVOK 20/03 Q1018
YBBN,2016-07-30 06:30,153.1292,-27.3917,66.20,41.00,39.72,110.00,5.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300630Z 11005KT CAVOK 19/05 Q1018 NOSIG
YBBN,2016-07-30 07:00,153.1292,-27.3917,64.40,44.60,48.55,110.00,5.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300700Z 11005KT CAVOK 18/07 Q1018 NOSIG
YBBN,2016-07-30 07:30,153.1292,-27.3917,62.60,46.40,55.37,100.00,4.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300730Z 10004KT CAVOK 17/08 Q1018 NOSIG
YBBN,2016-07-30 08:00,153.1292,-27.3917,60.80,50.00,67.54,110.00,4.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300800Z 11004KT CAVOK 16/10 Q1019
YBBN,2016-07-30 08:30,153.1292,-27.3917,60.80,51.80,72.20,110.00,4.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300830Z 11004KT CAVOK 16/11 Q1019 NOSIG
YBBN,2016-07-30 09:00,153.1292,-27.3917,59.00,51.80,76.98,130.00,3.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300900Z 13003KT CAVOK 15/11 Q1019
YBBN,2016-07-30 09:30,153.1292,-27.3917,55.40,50.00,81.99,130.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 300930Z 13003KT CAVOK 13/10 Q1020
YBBN,2016-07-30 10:00,153.1292,-27.3917,55.40,50.00,81.99,0.00,0.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 301000Z 00000KT CAVOK 13/10 Q1020
YBBN,2016-07-30 10:30,153.1292,-27.3917,55.40,50.00,81.99,200.00,2.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 301030Z 20002KT CAVOK 13/10 Q1020 NOSIG
YBBN,2016-07-30 11:00,153.1292,-27.3917,53.60,48.20,81.87,210.00,5.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 301100Z 21005KT CAVOK 12/09 Q1020
YBBN,2016-07-30 11:30,153.1292,-27.3917,53.60,48.20,81.87,250.00,5.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 301130Z 25005KT 210V270 CAVOK 12/09 Q1020 NOSIG
YBBN,2016-07-30 12:00,153.1292,-27.3917,53.60,46.40,76.50,250.00,3.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 301200Z 25003KT CAVOK 12/08 Q1021 NOSIG
YBBN,2016-07-30 12:30,153.1292,-27.3917,53.60,46.40,76.50,240.00,4.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 301230Z 24004KT CAVOK 12/08 Q1021 NOSIG
