#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2012-09-07 00:00:00+00:00 2012-09-08 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2012-09-07 00:00,153.1292,-27.3917,71.60,55.40,56.63,360.00,10.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 070000Z 36010KT CAVOK 22/13 Q1014 FM0000 MOD TURB BLW 5000FT
YBBN,2012-09-07 00:30,153.1292,-27.3917,75.20,55.40,50.17,10.00,12.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 070030Z 01012KT CAVOK 24/13 Q1014
YBBN,2012-09-07 01:00,153.1292,-27.3917,75.20,59.00,57.12,30.00,13.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 070100Z 03013KT CAVOK 24/15 Q1013
YBBN,2012-09-07 01:30,153.1292,-27.3917,75.20,55.40,50.17,30.00,8.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 070130Z 03008KT CAVOK 24/13 Q1013
YBBN,2012-09-07 02:00,153.1292,-27.3917,75.20,57.20,53.55,30.00,12.00,0.00,29.88,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 070200Z 03012KT 9999 FEW040 24/14 Q1012
YBBN,2012-09-07 02:30,153.1292,-27.3917,77.00,59.00,53.80,20.00,13.00,0.00,29.88,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 070230Z 02013KT 9999 FEW040 25/15 Q1012
YBBN,2012-09-07 03:00,153.1292,-27.3917,77.00,59.00,53.80,30.00,16.00,0.00,29.85,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 070300Z 03016KT 9999 FEW040 25/15 Q1011
YBBN,2012-09-07 03:30,153.1292,-27.3917,75.20,59.00,57.12,20.00,17.00,0.00,29.85,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 070330Z 02017KT 9999 FEW040 24/15 Q1011
YBBN,2012-09-07 04:00,153.1292,-27.3917,77.00,60.80,57.36,30.00,15.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 070400Z 03015KT CAVOK 25/16 Q1010 FM0400 MOD TURB BLW 5000FT
YBBN,2012-09-07 04:30,153.1292,-27.3917,75.20,60.80,60.90,20.00,16.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 070430Z 02016KT CAVOK 24/16 Q1010
