#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-08-30 00:00:00+00:00 2016-08-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-08-30 01:00,153.1292,-27.3917,69.80,51.80,52.77,80.00,9.00,0.00,30.36,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 300100Z 08009KT 9999 FEW020 21/11 Q1028 NOSIG
YBBN,2016-08-30 01:30,153.1292,-27.3917,71.60,50.00,46.43,90.00,9.00,0.00,30.36,M,6.21,M,FEW,SCT,M,M,2000.00,3500.00,M,M,M,YBBN 300130Z 09009KT 9999 FEW020 SCT035 22/10 Q1028 NOSIG
YBBN,2016-08-30 02:00,153.1292,-27.3917,71.60,50.00,46.43,70.00,9.00,0.00,30.36,M,6.21,M,SCT,M,M,M,3800.00,M,M,M,M,YBBN 300200Z 07009KT 9999 SCT038 22/10 Q1028 NOSIG
YBBN,2016-08-30 02:30,153.1292,-27.3917,71.60,48.20,43.42,70.00,9.00,0.00,30.33,M,6.21,M,FEW,SCT,M,M,2000.00,3800.00,M,M,M,YBBN 300230Z 07009KT 9999 FEW020 SCT038 22/09 Q1027 NOSIG
YBBN,2016-08-30 03:00,153.1292,-27.3917,71.60,48.20,43.42,60.00,10.00,0.00,30.33,M,6.21,M,SCT,SCT,M,M,3800.00,30000.00,M,M,M,YBBN 300300Z 06010KT 9999 SCT038 SCT300 22/09 Q1027 NOSIG
YBBN,2016-08-30 03:30,153.1292,-27.3917,71.60,51.80,49.64,60.00,10.00,0.00,30.30,M,6.21,M,SCT,SCT,M,M,3800.00,30000.00,M,M,M,YBBN 300330Z 06010KT 9999 SCT038 SCT300 22/11 Q1026 NOSIG
YBBN,2016-08-30 04:00,153.1292,-27.3917,69.80,48.20,46.16,70.00,9.00,0.00,30.30,M,6.21,M,SCT,BKN,M,M,3800.00,30000.00,M,M,M,YBBN 300400Z 07009KT 9999 SCT038 BKN300 21/09 Q1026 NOSIG
YBBN,2016-08-30 04:30,153.1292,-27.3917,69.80,48.20,46.16,60.00,8.00,0.00,30.30,M,6.21,M,SCT,SCT,M,M,3800.00,30000.00,M,M,M,YBBN 300430Z 06008KT 9999 SCT038 SCT300 21/09 Q1026 NOSIG
YBBN,2016-08-30 05:00,153.1292,-27.3917,69.80,48.20,46.16,60.00,9.00,0.00,30.30,M,6.21,M,FEW,SCT,M,M,2000.00,3800.00,M,M,M,YBBN 300500Z 06009KT 9999 FEW020 SCT038 21/09 Q1026 NOSIG
YBBN,2016-08-30 05:30,153.1292,-27.3917,69.80,51.80,52.77,70.00,9.00,0.00,30.30,M,6.21,M,FEW,SCT,BKN,M,2000.00,3800.00,30000.00,M,M,YBBN 300530Z 07009KT 9999 FEW020 SCT038 BKN300 21/11 Q1026 NOSIG
