#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-09-14 00:00:00+00:00 2016-09-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-09-14 00:00,153.1292,-27.3917,73.40,64.40,73.44,10.00,12.00,0.00,30.09,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140000Z 01012KT 9999 FEW024 23/18 Q1019 NOSIG
YBBN,2016-09-14 00:30,153.1292,-27.3917,75.20,62.60,64.91,10.00,15.00,0.00,30.06,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140030Z 01015KT 9999 FEW024 24/17 Q1018 NOSIG
YBBN,2016-09-14 01:00,153.1292,-27.3917,75.20,64.40,69.14,20.00,17.00,0.00,30.06,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140100Z 02017KT 9999 FEW024 24/18 Q1018
YBBN,2016-09-14 01:30,153.1292,-27.3917,75.20,64.40,69.14,20.00,16.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140130Z 02016KT 9999 FEW024 24/18 Q1017 NOSIG
YBBN,2016-09-14 02:00,153.1292,-27.3917,77.00,64.40,65.12,20.00,19.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140200Z 02019KT 9999 FEW024 25/18 Q1017
YBBN,2016-09-14 02:30,153.1292,-27.3917,75.20,64.40,69.14,20.00,19.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140230Z 02019KT 9999 FEW024 24/18 Q1017 NOSIG
YBBN,2016-09-14 03:00,153.1292,-27.3917,75.20,64.40,69.14,20.00,19.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140300Z 02019KT 9999 FEW024 24/18 Q1016 NOSIG
YBBN,2016-09-14 03:30,153.1292,-27.3917,75.20,66.20,73.61,20.00,19.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140330Z 02019KT 9999 FEW024 24/19 Q1016 NOSIG
YBBN,2016-09-14 04:00,153.1292,-27.3917,75.20,66.20,73.61,20.00,19.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,YBBN 140400Z 02019KT 9999 FEW024 24/19 Q1016 NOSIG
YBBN,2016-09-14 04:30,153.1292,-27.3917,75.20,66.20,73.61,20.00,19.00,0.00,29.97,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 140430Z 02019KT 9999 FEW020 24/19 Q1015 NOSIG
