#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-01-02 00:00:00+00:00 2016-01-03 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-01-02 00:00,153.1292,-27.3917,78.80,57.20,47.52,70.00,7.00,0.00,29.85,M,6.21,M,FEW,M,M,M,4800.00,M,M,M,M,YBBN 020000Z 07007KT 040V100 9999 FEW048 26/14 Q1011 NOSIG
YBBN,2016-01-02 00:30,153.1292,-27.3917,78.80,59.00,50.69,30.00,11.00,0.00,29.85,M,6.21,M,FEW,M,M,M,4300.00,M,M,M,M,YBBN 020030Z 03011KT 9999 FEW043 26/15 Q1011 NOSIG
YBBN,2016-01-02 01:00,153.1292,-27.3917,80.60,59.00,47.79,40.00,11.00,0.00,29.83,M,6.21,M,FEW,M,M,M,4600.00,M,M,M,M,YBBN 020100Z 04011KT 9999 FEW046 27/15 Q1010 NOSIG
YBBN,2016-01-02 01:30,153.1292,-27.3917,80.60,57.20,44.80,30.00,11.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 020130Z 03011KT CAVOK 27/14 Q1010 NOSIG
YBBN,2016-01-02 02:00,153.1292,-27.3917,78.80,57.20,47.52,40.00,11.00,0.00,29.80,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 020200Z 04011KT CAVOK 26/14 Q1009 NOSIG
YBBN,2016-01-02 02:30,153.1292,-27.3917,80.60,57.20,44.80,50.00,11.00,0.00,29.80,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 020230Z 05011KT CAVOK 27/14 Q1009 NOSIG
YBBN,2016-01-02 03:00,153.1292,-27.3917,80.60,57.20,44.80,50.00,12.00,0.00,29.80,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 020300Z 05012KT CAVOK 27/14 Q1009 NOSIG
YBBN,2016-01-02 03:30,153.1292,-27.3917,78.80,57.20,47.52,50.00,12.00,0.00,29.77,M,6.21,M,FEW,SCT,M,M,4600.00,30000.00,M,M,M,YBBN 020330Z 05012KT 9999 FEW046 SCT300 26/14 Q1008 NOSIG
YBBN,2016-01-02 04:00,153.1292,-27.3917,78.80,59.00,50.69,60.00,12.00,0.00,29.77,M,6.21,M,FEW,SCT,M,M,4400.00,30000.00,M,M,M,YBBN 020400Z 06012KT 9999 FEW044 SCT300 26/15 Q1008 NOSIG
YBBN,2016-01-02 04:30,153.1292,-27.3917,80.60,59.00,47.79,70.00,12.00,0.00,29.77,M,6.21,M,FEW,SCT,M,M,4400.00,22000.00,M,M,M,YBBN 020430Z 07012KT 9999 FEW044 SCT220 27/15 Q1008 NOSIG
YBBN,2016-01-02 07:30,153.1292,-27.3917,77.00,60.80,57.36,100.00,9.00,0.00,29.77,M,6.21,M,FEW,BKN,M,M,4000.00,23000.00,M,M,M,YBBN 020730Z 10009KT 9999 FEW040 BKN230 25/16 Q1008 NOSIG
YBBN,2016-01-02 08:00,153.1292,-27.3917,75.20,60.80,60.90,130.00,10.00,0.00,29.80,M,6.21,M,FEW,BKN,M,M,4000.00,23000.00,M,M,M,YBBN 020800Z 13010KT 9999 FEW040 BKN230 24/16 Q1009 NOSIG
YBBN,2016-01-02 08:30,153.1292,-27.3917,75.20,60.80,60.90,120.00,7.00,0.00,29.80,M,6.21,M,FEW,SCT,BKN,M,4000.00,18000.00,23000.00,M,M,YBBN 020830Z 12007KT 9999 FEW040 SCT180 BKN230 24/16 Q1009 NOSIG
YBBN,2016-01-02 09:00,153.1292,-27.3917,75.20,60.80,60.90,110.00,7.00,0.00,29.80,M,6.21,M,FEW,SCT,M,M,4000.00,18000.00,M,M,M,YBBN 020900Z 11007KT 9999 FEW040 SCT180 24/16 Q1009 NOSIG
YBBN,2016-01-02 09:30,153.1292,-27.3917,73.40,60.80,64.69,110.00,6.00,0.00,29.83,M,6.21,M,FEW,SCT,M,M,3800.00,18000.00,M,M,M,YBBN 020930Z 11006KT 9999 FEW038 SCT180 23/16 Q1010 NOSIG
YBBN,2016-01-02 10:00,153.1292,-27.3917,73.40,60.80,64.69,100.00,6.00,0.00,29.83,M,6.21,M,FEW,SCT,M,M,3500.00,18000.00,M,M,M,YBBN 021000Z 10006KT 9999 FEW035 SCT180 23/16 Q1010 NOSIG
YBBN,2016-01-02 10:30,153.1292,-27.3917,73.40,62.60,68.94,110.00,6.00,0.00,29.83,M,6.21,M,FEW,SCT,M,M,3200.00,22000.00,M,M,M,YBBN 021030Z 11006KT 9999 FEW032 SCT220 23/17 Q1010 NOSIG
YBBN,2016-01-02 11:00,153.1292,-27.3917,73.40,62.60,68.94,100.00,6.00,0.00,29.83,M,6.21,M,FEW,SCT,M,M,3000.00,22000.00,M,M,M,YBBN 021100Z 10006KT 9999 FEW030 SCT220 23/17 Q1010
YBBN,2016-01-02 11:30,153.1292,-27.3917,73.40,60.80,64.69,100.00,5.00,0.00,29.83,M,6.21,M,FEW,SCT,BKN,M,3000.00,16000.00,21000.00,M,M,YBBN 021130Z 10005KT 9999 FEW030 SCT160 BKN210 23/16 Q1010 NOSIG
YBBN,2016-01-02 12:00,153.1292,-27.3917,73.40,60.80,64.69,110.00,7.00,0.00,29.83,M,6.21,M,FEW,SCT,BKN,M,3000.00,16000.00,21000.00,M,M,YBBN 021200Z 11007KT 9999 FEW030 SCT160 BKN210 23/16 Q1010
YBBN,2016-01-02 12:30,153.1292,-27.3917,73.40,62.60,68.94,100.00,6.00,0.00,29.83,M,6.21,M,FEW,BKN,BKN,M,2900.00,16000.00,21000.00,M,M,YBBN 021230Z 10006KT 9999 FEW029 BKN160 BKN210 23/17 Q1010 NOSIG
YBBN,2016-01-02 13:00,153.1292,-27.3917,73.40,60.80,64.69,110.00,7.00,0.00,29.83,M,6.21,M,FEW,BKN,BKN,M,2800.00,17000.00,22000.00,M,M,YBBN 021300Z 11007KT 9999 FEW028 BKN170 BKN220 23/16 Q1010
YBBN,2016-01-02 13:30,153.1292,-27.3917,73.40,60.80,64.69,140.00,7.00,0.00,29.83,M,6.21,M,FEW,SCT,BKN,M,3000.00,17000.00,22000.00,M,M,YBBN 021330Z 14007KT 9999 FEW030 SCT170 BKN220 23/16 Q1010
YBBN,2016-01-02 14:00,153.1292,-27.3917,71.60,60.80,68.75,200.00,6.00,0.00,29.83,M,6.21,M,FEW,SCT,BKN,M,3000.00,4400.00,22000.00,M,M,YBBN 021400Z 20006KT 9999 FEW030 SCT044 BKN220 22/16 Q1010
YBBN,2016-01-02 14:30,153.1292,-27.3917,71.60,60.80,68.75,160.00,5.00,0.00,29.83,M,6.21,M,BKN,BKN,M,M,4400.00,22000.00,M,M,M,YBBN 021430Z 16005KT 9999 BKN044 BKN220 22/16 Q1010 NOSIG
YBBN,2016-01-02 15:00,153.1292,-27.3917,71.60,60.80,68.75,140.00,6.00,0.00,29.83,M,6.21,M,BKN,BKN,M,M,4400.00,22000.00,M,M,M,YBBN 021500Z 14006KT 9999 BKN044 BKN220 22/16 Q1010
YBBN,2016-01-02 16:00,153.1292,-27.3917,71.60,60.80,68.75,170.00,5.00,0.00,29.80,M,6.21,M,SCT,BKN,BKN,M,4800.00,15000.00,22000.00,M,M,YBBN 021600Z 17005KT 9999 SCT048 BKN150 BKN220 22/16 Q1009
YBBN,2016-01-02 16:30,153.1292,-27.3917,71.60,59.00,64.48,160.00,6.00,0.00,29.80,M,6.21,M,FEW,BKN,BKN,M,4800.00,15000.00,22000.00,M,-SHRA,YBBN 021630Z 16006KT 9999 -SHRA FEW048 BKN150 BKN220 22/15 Q1009
YBBN,2016-01-02 17:00,153.1292,-27.3917,69.80,60.80,73.09,170.00,5.00,0.00,29.80,M,6.21,M,FEW,BKN,BKN,M,4500.00,14000.00,21000.00,M,M,YBBN 021700Z 17005KT 9999 FEW045 BKN140 BKN210 21/16 Q1009
YBBN,2016-01-02 17:30,153.1292,-27.3917,69.80,59.00,68.55,180.00,5.00,0.00,29.80,M,6.21,M,FEW,BKN,BKN,M,4000.00,14000.00,21000.00,M,-SHRA,YBBN 021730Z 18005KT 9999 -SHRA FEW040 BKN140 BKN210 21/15 Q1009
YBBN,2016-01-02 18:00,153.1292,-27.3917,69.80,59.00,68.55,180.00,5.00,0.00,29.80,M,6.21,M,FEW,BKN,BKN,M,4300.00,15000.00,21000.00,M,VCSH,YBBN 021800Z 18005KT 9999 VCSH FEW043 BKN150 BKN210 21/15 Q1009 NOSIG
YBBN,2016-01-02 18:30,153.1292,-27.3917,69.80,60.80,73.09,200.00,4.00,0.00,29.83,M,6.21,M,FEW,BKN,BKN,M,2500.00,14000.00,17000.00,M,-SHRA,YBBN 021830Z 20004KT 9999 -SHRA FEW025 BKN140 BKN170 21/16 Q1010 NOSIG
YBBN,2016-01-02 19:00,153.1292,-27.3917,69.80,60.80,73.09,190.00,4.00,0.00,29.83,M,6.21,M,FEW,SCT,BKN,M,2500.00,5800.00,14000.00,M,-SHRA,YBBN 021900Z 19004KT 9999 -SHRA FEW025 SCT058 BKN140 21/16 Q1010
YBBN,2016-01-02 19:30,153.1292,-27.3917,69.80,59.00,68.55,180.00,5.00,0.00,29.83,M,6.21,M,FEW,BKN,BKN,M,2600.00,13000.00,16000.00,M,-SHRA,YBBN 021930Z 18005KT 9999 -SHRA FEW026 BKN130 BKN160 21/15 Q1010 NOSIG
YBBN,2016-01-02 20:00,153.1292,-27.3917,69.80,60.80,73.09,200.00,5.00,0.00,29.83,M,6.21,M,FEW,BKN,BKN,M,2600.00,13000.00,16000.00,M,-SHRA,YBBN 022000Z 20005KT 9999 -SHRA FEW026 BKN130 BKN160 21/16 Q1010
YBBN,2016-01-02 20:30,153.1292,-27.3917,69.80,60.80,73.09,210.00,5.00,0.00,29.83,M,6.21,M,FEW,BKN,BKN,M,2600.00,11000.00,16000.00,M,VCSH,YBBN 022030Z 21005KT 9999 VCSH FEW026 BKN110 BKN160 21/16 Q1010
YBBN,2016-01-02 21:00,153.1292,-27.3917,69.80,60.80,73.09,190.00,5.00,0.00,29.83,M,6.21,M,FEW,SCT,BKN,M,1800.00,4000.00,16000.00,M,-RA,YBBN 022100Z 19005KT 9999 -RA FEW018 SCT040 BKN160 21/16 Q1010
YBBN,2016-01-02 22:00,153.1292,-27.3917,73.40,60.80,64.69,170.00,7.00,0.00,29.83,M,6.21,M,FEW,BKN,M,M,2200.00,15000.00,M,M,M,YBBN 022200Z 17007KT 9999 FEW022 BKN150 23/16 Q1010
YBBN,2016-01-02 22:30,153.1292,-27.3917,73.40,60.80,64.69,160.00,6.00,0.00,29.85,M,6.21,M,FEW,SCT,BKN,M,2800.00,5200.00,19000.00,M,-RA,YBBN 022230Z 16006KT 120V180 9999 -RA FEW028 SCT052 BKN190 23/16 Q1011 NOSIG
YBBN,2016-01-02 23:00,153.1292,-27.3917,75.20,62.60,64.91,160.00,5.00,0.00,29.85,M,6.21,M,FEW,BKN,M,M,2800.00,15000.00,M,M,VCSH,YBBN 022300Z 16005KT 120V190 9999 VCSH FEW028 BKN150 24/17 Q1011 NOSIG
YBBN,2016-01-02 23:30,153.1292,-27.3917,75.20,62.60,64.91,130.00,6.00,0.00,29.85,M,6.21,M,FEW,SCT,BKN,M,2800.00,5800.00,12000.00,M,M,YBBN 022330Z 13006KT 9999 FEW028 SCT058 BKN120 24/17 Q1011 NOSIG
