#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-11-17 00:00:00+00:00 2016-11-18 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-11-17 00:00,153.1292,-27.3917,77.00,59.00,53.80,110.00,10.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3800.00,M,M,M,M,YBBN 170000Z 11010KT 9999 FEW038 25/15 Q1022
YBBN,2016-11-17 00:30,153.1292,-27.3917,77.00,59.00,53.80,110.00,13.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 170030Z 11013KT CAVOK 25/15 Q1022 NOSIG
YBBN,2016-11-17 01:00,153.1292,-27.3917,77.00,60.80,57.36,110.00,13.00,0.00,30.18,M,6.21,M,FEW,M,M,M,2800.00,M,M,M,M,YBBN 170100Z 11013KT 9999 FEW028 25/16 Q1022
YBBN,2016-11-17 01:21,153.1292,-27.3917,75.20,62.60,64.91,110.00,15.00,0.00,30.18,M,6.21,25.00,NCD,M,M,M,M,M,M,M,//,YBBN 170121Z AUTO 11015G25KT 9999 // NCD 24/17 Q1022
YBBN,2016-11-17 01:30,153.1292,-27.3917,75.20,62.60,64.91,110.00,15.00,0.00,30.18,M,6.21,25.00,FEW,M,M,M,2800.00,M,M,M,M,YBBN 170130Z 11015G25KT 9999 FEW028 24/17 Q1022
YBBN,2016-11-17 02:00,153.1292,-27.3917,75.20,60.80,60.90,120.00,15.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,2800.00,7500.00,M,M,M,YBBN 170200Z 12015KT 9999 FEW028 SCT075 24/16 Q1022 NOSIG
YBBN,2016-11-17 02:30,153.1292,-27.3917,75.20,59.00,57.12,120.00,15.00,0.00,30.15,M,6.21,M,FEW,BKN,M,M,2800.00,7500.00,M,M,M,YBBN 170230Z 12015KT 9999 FEW028 BKN075 24/15 Q1021 NOSIG
YBBN,2016-11-17 03:00,153.1292,-27.3917,75.20,60.80,60.90,110.00,13.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,3000.00,7500.00,M,M,M,YBBN 170300Z 11013KT 9999 FEW030 SCT075 24/16 Q1021 NOSIG
YBBN,2016-11-17 03:30,153.1292,-27.3917,75.20,60.80,60.90,120.00,13.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 170330Z 12013KT 9999 FEW030 24/16 Q1021 NOSIG
YBBN,2016-11-17 04:00,153.1292,-27.3917,77.00,62.60,61.13,120.00,13.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 170400Z 12013KT 9999 FEW030 25/17 Q1021 NOSIG
YBBN,2016-11-17 04:30,153.1292,-27.3917,75.20,60.80,60.90,120.00,14.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 170430Z 12014KT 9999 FEW030 24/16 Q1021 NOSIG
YBBN,2016-11-17 05:00,153.1292,-27.3917,75.20,60.80,60.90,110.00,14.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 170500Z 11014KT 9999 FEW030 24/16 Q1021
YBBN,2016-11-17 05:30,153.1292,-27.3917,75.20,60.80,60.90,120.00,12.00,0.00,30.12,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 170530Z 12012KT 9999 FEW030 24/16 Q1020 NOSIG
YBBN,2016-11-17 06:00,153.1292,-27.3917,73.40,60.80,64.69,110.00,11.00,0.00,30.12,M,6.21,M,FEW,M,M,M,2800.00,M,M,M,M,YBBN 170600Z 11011KT 9999 FEW028 23/16 Q1020 NOSIG
YBBN,2016-11-17 06:30,153.1292,-27.3917,71.60,60.80,68.75,110.00,10.00,0.00,30.12,M,6.21,M,FEW,M,M,M,2800.00,M,M,M,M,YBBN 170630Z 11010KT 9999 FEW028 22/16 Q1020 NOSIG
YBBN,2016-11-17 07:00,153.1292,-27.3917,73.40,60.80,64.69,110.00,9.00,0.00,30.12,M,6.21,M,FEW,M,M,M,2200.00,M,M,M,M,YBBN 170700Z 11009KT 9999 FEW022 23/16 Q1020 NOSIG
YBBN,2016-11-17 07:30,153.1292,-27.3917,71.60,59.00,64.48,130.00,9.00,0.00,30.12,M,6.21,M,FEW,M,M,M,2200.00,M,M,M,M,YBBN 170730Z 13009KT 9999 FEW022 22/15 Q1020 NOSIG
YBBN,2016-11-17 08:00,153.1292,-27.3917,71.60,60.80,68.75,120.00,8.00,0.00,30.15,M,6.21,M,BKN,M,M,M,2500.00,M,M,M,M,YBBN 170800Z 12008KT 9999 BKN025 22/16 Q1021
YBBN,2016-11-17 08:30,153.1292,-27.3917,71.60,60.80,68.75,110.00,8.00,0.00,30.15,M,6.21,M,BKN,M,M,M,2500.00,M,M,M,M,YBBN 170830Z 11008KT 9999 BKN025 22/16 Q1021
YBBN,2016-11-17 09:00,153.1292,-27.3917,69.80,59.00,68.55,110.00,8.00,0.00,30.15,M,6.21,M,BKN,M,M,M,2500.00,M,M,M,M,YBBN 170900Z 11008KT 9999 BKN025 21/15 Q1021 NOSIG
YBBN,2016-11-17 09:30,153.1292,-27.3917,69.80,60.80,73.09,100.00,8.00,0.00,30.15,M,6.21,M,BKN,M,M,M,2800.00,M,M,M,M,YBBN 170930Z 10008KT 9999 BKN028 21/16 Q1021 NOSIG
YBBN,2016-11-17 10:00,153.1292,-27.3917,69.80,59.00,68.55,100.00,8.00,0.00,30.15,M,6.21,M,BKN,M,M,M,2700.00,M,M,M,M,YBBN 171000Z 10008KT 9999 BKN027 21/15 Q1021
YBBN,2016-11-17 10:30,153.1292,-27.3917,69.80,59.00,68.55,100.00,7.00,0.00,30.15,M,6.21,M,BKN,M,M,M,2700.00,M,M,M,M,YBBN 171030Z 10007KT 9999 BKN027 21/15 Q1021 NOSIG
YBBN,2016-11-17 11:00,153.1292,-27.3917,69.80,59.00,68.55,110.00,7.00,0.00,30.18,M,6.21,M,BKN,M,M,M,2700.00,M,M,M,M,YBBN 171100Z 11007KT 9999 BKN027 21/15 Q1022 NOSIG
YBBN,2016-11-17 11:30,153.1292,-27.3917,69.80,60.80,73.09,100.00,7.00,0.00,30.18,M,6.21,M,BKN,M,M,M,2700.00,M,M,M,M,YBBN 171130Z 10007KT 9999 BKN027 21/16 Q1022 NOSIG
YBBN,2016-11-17 12:00,153.1292,-27.3917,69.80,60.80,73.09,110.00,8.00,0.00,30.18,M,6.21,M,BKN,M,M,M,2700.00,M,M,M,M,YBBN 171200Z 11008KT 9999 BKN027 21/16 Q1022
