#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-07-14 00:00:00+00:00 2016-07-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-07-14 00:00,153.1292,-27.3917,60.80,30.20,31.28,200.00,11.00,0.00,30.33,M,6.21,M,FEW,OVC,M,M,4500.00,26000.00,M,M,M,YBBN 140000Z 20011KT 9999 FEW045 OVC260 16/M01 Q1027 NOSIG
YBBN,2016-07-14 00:30,153.1292,-27.3917,60.80,32.00,33.64,200.00,9.00,0.00,30.33,M,6.21,M,FEW,SCT,BKN,M,4500.00,18000.00,26000.00,M,M,YBBN 140030Z 20009KT 9999 FEW045 SCT180 BKN260 16/00 Q1027 NOSIG
YBBN,2016-07-14 01:00,153.1292,-27.3917,60.80,33.80,36.16,210.00,10.00,0.00,30.33,M,6.21,M,FEW,SCT,BKN,M,4500.00,16000.00,26000.00,M,M,YBBN 140100Z 21010KT 9999 FEW045 SCT160 BKN260 16/01 Q1027
YBBN,2016-07-14 01:30,153.1292,-27.3917,62.60,35.60,36.45,210.00,9.00,0.00,30.33,M,6.21,M,FEW,SCT,BKN,M,4500.00,18000.00,26000.00,M,M,YBBN 140130Z 21009KT 9999 FEW045 SCT180 BKN260 17/02 Q1027
YBBN,2016-07-14 02:00,153.1292,-27.3917,62.60,37.40,39.14,210.00,9.00,0.00,30.33,M,6.21,M,FEW,OVC,M,M,4500.00,26000.00,M,M,M,YBBN 140200Z 21009KT 9999 FEW045 OVC260 17/03 Q1027 NOSIG
YBBN,2016-07-14 02:30,153.1292,-27.3917,64.40,37.40,36.74,190.00,8.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140230Z 19008KT CAVOK 18/03 Q1026 NOSIG
YBBN,2016-07-14 03:00,153.1292,-27.3917,64.40,39.20,39.43,200.00,8.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140300Z 20008KT CAVOK 18/04 Q1025 NOSIG
YBBN,2016-07-14 03:30,153.1292,-27.3917,64.40,41.00,42.28,190.00,7.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140330Z 19007KT CAVOK 18/05 Q1025 NOSIG
YBBN,2016-07-14 04:00,153.1292,-27.3917,64.40,41.00,42.28,180.00,7.00,0.00,30.27,M,6.21,M,FEW,BKN,M,M,4500.00,14000.00,M,M,M,YBBN 140400Z 18007KT 9999 FEW045 BKN140 18/05 Q1025 NOSIG
YBBN,2016-07-14 04:30,153.1292,-27.3917,64.40,41.00,42.28,190.00,8.00,0.00,30.27,M,6.21,M,FEW,BKN,BKN,M,4500.00,14000.00,26000.00,M,M,YBBN 140430Z 19008KT 9999 FEW045 BKN140 BKN260 18/05 Q1025 NOSIG
YBBN,2016-07-14 05:00,153.1292,-27.3917,62.60,39.20,42.00,200.00,9.00,0.00,30.27,M,6.21,M,FEW,BKN,BKN,M,4500.00,13500.00,26000.00,M,M,YBBN 140500Z 20009KT 9999 FEW045 BKN135 BKN260 17/04 Q1025 NOSIG
YBBN,2016-07-14 05:30,153.1292,-27.3917,62.60,41.00,45.04,200.00,9.00,0.00,30.27,M,6.21,M,FEW,SCT,BKN,M,4000.00,13000.00,17000.00,M,M,YBBN 140530Z 20009KT 9999 FEW040 SCT130 BKN170 17/05 Q1025
YBBN,2016-07-14 06:00,153.1292,-27.3917,62.60,41.00,45.04,200.00,9.00,0.00,30.27,M,6.21,M,FEW,SCT,BKN,M,4000.00,14000.00,16000.00,M,M,YBBN 140600Z 20009KT 9999 FEW040 SCT140 BKN160 17/05 Q1025 NOSIG
YBBN,2016-07-14 06:30,153.1292,-27.3917,60.80,41.00,48.00,210.00,9.00,0.00,30.30,M,6.21,M,FEW,SCT,BKN,M,4000.00,13000.00,16000.00,M,M,YBBN 140630Z 21009KT 9999 FEW040 SCT130 BKN160 16/05 Q1026 NOSIG
YBBN,2016-07-14 07:00,153.1292,-27.3917,60.80,42.80,51.45,200.00,9.00,0.00,30.30,M,6.21,M,FEW,BKN,M,M,4000.00,11500.00,M,M,M,YBBN 140700Z 20009KT 9999 FEW040 BKN115 16/06 Q1026 NOSIG
YBBN,2016-07-14 07:30,153.1292,-27.3917,59.00,42.80,54.86,190.00,8.00,0.00,30.33,M,6.21,M,FEW,SCT,BKN,M,4000.00,8500.00,12000.00,M,M,YBBN 140730Z 19008KT 9999 FEW040 SCT085 BKN120 15/06 Q1027 NOSIG
