#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-01-05 00:00:00+00:00 2016-01-06 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-01-05 00:00,153.1292,-27.3917,69.80,68.00,94.01,100.00,7.00,0.00,29.83,M,4.97,M,SCT,SCT,BKN,M,600.00,2300.00,3600.00,M,RA,YBBN 050000Z 10007KT 8000 RA SCT006 SCT023 BKN036 21/20 Q1010
YBBN,2016-01-05 00:30,153.1292,-27.3917,69.80,69.80,100.00,100.00,7.00,0.00,29.83,M,3.11,M,SCT,SCT,BKN,M,600.00,2200.00,3300.00,M,-RA,YBBN 050030Z 10007KT 5000 2400N -RA SCT006 SCT022 BKN033 21/21 Q1010
YBBN,2016-01-05 01:00,153.1292,-27.3917,69.80,69.80,100.00,60.00,11.00,0.00,29.80,M,1.86,M,FEW,SCT,BKN,M,900.00,2000.00,3000.00,M,RA,YBBN 050100Z 06011KT 3000 RA FEW009 SCT020 BKN030 21/21 Q1009
YBBN,2016-01-05 01:20,153.1292,-27.3917,71.60,69.80,94.06,80.00,7.00,0.00,29.83,M,6.21,M,BKN,BKN,OVC,M,800.00,2100.00,3000.00,M,RA,YBBN 050120Z AUTO 08007KT 050V110 9999 RA BKN008 BKN021 OVC030 22/21 Q1010
YBBN,2016-01-05 01:22,153.1292,-27.3917,71.60,69.80,94.06,90.00,6.00,0.00,29.83,M,3.73,M,BKN,BKN,OVC,M,800.00,2100.00,3000.00,M,RA,YBBN 050122Z AUTO 09006KT 6000 RA BKN008 BKN021 OVC030 22/21 Q1010
YBBN,2016-01-05 01:30,153.1292,-27.3917,71.60,69.80,94.06,90.00,5.00,0.00,29.80,M,0.87,M,BKN,BKN,M,M,800.00,2200.00,M,M,+RA,YBBN 050130Z 09005KT 1400 +RA BKN008 BKN022 22/21 Q1009
YBBN,2016-01-05 01:40,153.1292,-27.3917,71.60,69.80,94.06,100.00,7.00,0.00,29.80,M,3.11,M,BKN,SCT,BKN,M,800.00,2200.00,3500.00,M,-RA,YBBN 050140Z 10007KT 5000 2000SE -RA BKN008 SCT022 BKN035 22/21 Q1009
YBBN,2016-01-05 02:00,153.1292,-27.3917,71.60,69.80,94.06,90.00,7.00,0.00,29.80,M,6.21,M,FEW,SCT,BKN,M,400.00,1700.00,3500.00,M,VCSH,YBBN 050200Z 09007KT 9999 VCSH FEW004 SCT017 BKN035 22/21 Q1009
YBBN,2016-01-05 02:03,153.1292,-27.3917,71.60,69.80,94.06,90.00,6.00,0.00,29.80,M,6.21,M,SCT,BKN,BKN,M,1500.00,2500.00,3300.00,M,//,YBBN 050203Z AUTO 09006KT 9999 // SCT015 BKN025 BKN033 22/21 Q1009 RERA
YBBN,2016-01-05 02:28,153.1292,-27.3917,71.60,69.80,94.06,110.00,5.00,0.00,29.80,M,1.24,M,FEW,SCT,BKN,M,400.00,600.00,2200.00,M,RA,YBBN 050228Z 11005KT 2000 RA FEW004 SCT006 BKN022 22/21 Q1009
