#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2014-06-12 00:00:00+00:00 2014-06-13 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2014-06-12 00:00,153.1292,-27.3917,69.80,50.00,49.37,180.00,8.00,0.00,30.12,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 120000Z 18008KT 9999 FEW030 21/10 Q1020
YBBN,2014-06-12 00:30,153.1292,-27.3917,69.80,50.00,49.37,170.00,9.00,0.00,30.12,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 120030Z 17009KT 9999 FEW030 21/10 Q1020
YBBN,2014-06-12 01:00,153.1292,-27.3917,71.60,51.80,49.64,140.00,8.00,0.00,30.12,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 120100Z 14008KT 9999 FEW030 22/11 Q1020
YBBN,2014-06-12 01:30,153.1292,-27.3917,71.60,53.60,53.03,130.00,11.00,0.00,30.09,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 120130Z 13011KT 9999 FEW035 22/12 Q1019
YBBN,2014-06-12 02:00,153.1292,-27.3917,69.80,53.60,56.38,130.00,9.00,0.00,30.09,M,6.21,M,FEW,SCT,BKN,M,3500.00,5000.00,7100.00,M,M,YBBN 120200Z 13009KT 9999 FEW035 SCT050 BKN071 21/12 Q1019 NOSIG
YBBN,2014-06-12 02:30,153.1292,-27.3917,69.80,53.60,56.38,130.00,7.00,0.00,30.09,M,6.21,M,FEW,BKN,M,M,3500.00,7100.00,M,M,M,YBBN 120230Z 13007KT 9999 FEW035 BKN071 21/12 Q1019
YBBN,2014-06-12 03:00,153.1292,-27.3917,71.60,53.60,53.03,120.00,7.00,0.00,30.06,M,6.21,M,BKN,BKN,M,M,3500.00,4200.00,M,M,M,YBBN 120300Z 12007KT 9999 BKN035 BKN042 22/12 Q1018 NOSIG
YBBN,2014-06-12 03:30,153.1292,-27.3917,71.60,55.40,56.63,90.00,9.00,0.00,30.06,M,6.21,M,FEW,BKN,M,M,3500.00,7300.00,M,M,M,YBBN 120330Z 09009KT 9999 FEW035 BKN073 22/13 Q1018
YBBN,2014-06-12 04:00,153.1292,-27.3917,69.80,53.60,56.38,110.00,8.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,3500.00,7300.00,M,M,VCSH,YBBN 120400Z 11008KT 9999 VCSH SCT035 BKN073 21/12 Q1018 NOSIG
YBBN,2014-06-12 04:30,153.1292,-27.3917,69.80,55.40,60.21,110.00,8.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,3800.00,7100.00,M,M,VCSH,YBBN 120430Z 11008KT 9999 VCSH SCT038 BKN071 21/13 Q1018
YBBN,2014-06-12 05:00,153.1292,-27.3917,69.80,53.60,56.38,110.00,7.00,0.00,30.06,M,6.21,M,FEW,BKN,M,M,3800.00,7100.00,M,M,M,YBBN 120500Z 11007KT 9999 FEW038 BKN071 21/12 Q1018 NOSIG
YBBN,2014-06-12 05:30,153.1292,-27.3917,69.80,53.60,56.38,120.00,8.00,0.00,30.06,M,6.21,M,FEW,BKN,M,M,3800.00,7500.00,M,M,M,YBBN 120530Z 12008KT 9999 FEW038 BKN075 21/12 Q1018
YBBN,2014-06-12 06:00,153.1292,-27.3917,68.00,53.60,59.97,110.00,7.00,0.00,30.06,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 120600Z 11007KT 9999 FEW035 20/12 Q1018 NOSIG
YBBN,2014-06-12 06:30,153.1292,-27.3917,68.00,53.60,59.97,110.00,6.00,0.00,30.06,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 120630Z 11006KT 9999 FEW035 20/12 Q1018
YBBN,2014-06-12 07:00,153.1292,-27.3917,68.00,53.60,59.97,130.00,5.00,0.00,30.06,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 120700Z 13005KT 9999 FEW035 20/12 Q1018
YBBN,2014-06-12 07:30,153.1292,-27.3917,66.20,53.60,63.82,110.00,2.00,0.00,30.06,M,6.21,M,FEW,SCT,M,M,3000.00,7000.00,M,M,M,YBBN 120730Z 11002KT 9999 FEW030 SCT070 19/12 Q1018
YBBN,2014-06-12 08:00,153.1292,-27.3917,66.20,53.60,63.82,0.00,0.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 120800Z 00000KT CAVOK 19/12 Q1018 NOSIG
YBBN,2014-06-12 08:30,153.1292,-27.3917,68.00,51.80,56.13,0.00,0.00,0.00,30.09,M,6.21,M,FEW,BKN,M,M,3200.00,7700.00,M,M,M,YBBN 120830Z 00000KT 9999 FEW032 BKN077 20/11 Q1019
YBBN,2014-06-12 09:00,153.1292,-27.3917,66.20,60.80,82.74,80.00,6.00,0.00,30.09,M,6.21,M,FEW,BKN,M,M,2800.00,7000.00,M,M,M,YBBN 120900Z 08006KT 9999 FEW028 BKN070 19/16 Q1019 NOSIG
YBBN,2014-06-12 09:30,153.1292,-27.3917,66.20,60.80,82.74,90.00,8.00,0.00,30.09,M,6.21,M,FEW,BKN,M,M,1700.00,6700.00,M,M,M,YBBN 120930Z 09008KT 9999 FEW017 BKN067 19/16 Q1019
