#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2011-09-24 00:00:00+00:00 2011-09-25 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2011-09-24 00:00,153.1292,-27.3917,69.80,59.00,68.55,10.00,6.00,M,30.09,M,6.21,M,FEW,BKN,M,M,3200.00,11000.00,M,M,M,YBBN 240000Z 01006KT 9999 FEW032 BKN110 21/15 Q1019 RMK HZ/FU WEST NOSIG
YBBN,2011-09-24 00:30,153.1292,-27.3917,71.60,59.00,64.48,360.00,7.00,M,30.09,M,6.21,M,FEW,BKN,M,M,3200.00,11000.00,M,M,M,YBBN 240030Z 36007KT 9999 FEW032 BKN110 22/15 Q1019 RMK HZ/FU WEST NOSIG
YBBN,2011-09-24 01:00,153.1292,-27.3917,73.40,59.00,60.67,10.00,7.00,M,30.09,M,6.21,M,FEW,SCT,M,M,3300.00,12000.00,M,M,M,YBBN 240100Z 01007KT 9999 FEW033 SCT120 23/15 Q1019 RMK HZ/FU WEST NOSIG
YBBN,2011-09-24 01:30,153.1292,-27.3917,75.20,59.00,57.12,20.00,8.00,M,30.06,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 240130Z 02008KT 9999 FEW035 24/15 Q1018 RMK HZ/FU WEST NOSIG
YBBN,2011-09-24 02:00,153.1292,-27.3917,75.20,60.80,60.90,30.00,11.00,M,30.06,M,6.21,M,FEW,SCT,M,M,3500.00,23000.00,M,M,M,YBBN 240200Z 03011KT 9999 FEW035 SCT230 24/16 Q1018 RMK HZ/FU WEST NOSIG
YBBN,2011-09-24 02:30,153.1292,-27.3917,75.20,60.80,60.90,40.00,14.00,M,30.03,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 240230Z 04014KT 9999 FEW035 24/16 Q1017 NOSIG
YBBN,2011-09-24 03:00,153.1292,-27.3917,75.20,57.20,53.55,40.00,16.00,M,30.03,M,6.21,M,FEW,FEW,M,M,3500.00,3700.00,M,M,M,YBBN 240300Z 04016KT 9999 FEW035 FEW037TCU 24/14 Q1017 NOSIG
YBBN,2011-09-24 03:30,153.1292,-27.3917,75.20,59.00,57.12,40.00,15.00,M,30.00,M,6.21,M,FEW,M,M,M,3700.00,M,M,M,M,YBBN 240330Z 04015KT 9999 FEW037 24/15 Q1016 NOSIG
YBBN,2011-09-24 04:00,153.1292,-27.3917,73.40,59.00,60.67,30.00,19.00,M,30.00,M,6.21,M,FEW,FEW,M,M,3800.00,3900.00,M,M,M,YBBN 240400Z 03019KT 9999 FEW038 FEW039TCU 23/15 Q1016 NOSIG
YBBN,2011-09-24 04:30,153.1292,-27.3917,73.40,60.80,64.69,20.00,16.00,M,30.00,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 240430Z 02016KT 9999 FEW035 23/16 Q1016 NOSIG
YBBN,2011-09-24 05:00,153.1292,-27.3917,73.40,59.00,60.67,20.00,17.00,M,30.00,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 240500Z 02017KT 9999 FEW035 23/15 Q1016 NOSIG
YBBN,2011-09-24 05:30,153.1292,-27.3917,73.40,59.00,60.67,30.00,16.00,M,30.00,M,6.21,M,FEW,M,M,M,3300.00,M,M,M,M,YBBN 240530Z 03016KT 9999 FEW033 23/15 Q1016 NOSIG
YBBN,2011-09-24 06:00,153.1292,-27.3917,71.60,60.80,68.75,20.00,17.00,M,30.00,M,6.21,M,FEW,M,M,M,3200.00,M,M,M,M,YBBN 240600Z 02017KT 9999 FEW032 22/16 Q1016 NOSIG
