#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2015-06-20 00:00:00+00:00 2015-06-21 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2015-06-20 00:00,153.1292,-27.3917,62.60,44.60,51.72,210.00,13.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 200000Z 21013KT CAVOK 17/07 Q1020 NOSIG
YBBN,2015-06-20 00:30,153.1292,-27.3917,62.60,42.80,48.28,220.00,12.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 200030Z 22012KT CAVOK 17/06 Q1020
YBBN,2015-06-20 01:00,153.1292,-27.3917,64.40,44.60,48.55,230.00,12.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 200100Z 23012KT CAVOK 18/07 Q1019
YBBN,2015-06-20 01:30,153.1292,-27.3917,64.40,42.80,45.32,210.00,11.00,0.00,30.09,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 200130Z 21011KT 9999 FEW040 18/06 Q1019
YBBN,2015-06-20 02:00,153.1292,-27.3917,66.20,44.60,45.60,220.00,10.00,0.00,30.09,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 200200Z 22010KT 9999 FEW040 19/07 Q1019
YBBN,2015-06-20 02:30,153.1292,-27.3917,66.20,44.60,45.60,220.00,9.00,0.00,30.06,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,YBBN 200230Z 22009KT 9999 FEW045 19/07 Q1018
YBBN,2015-06-20 03:00,153.1292,-27.3917,66.20,44.60,45.60,210.00,9.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 200300Z 21009KT CAVOK 19/07 Q1018
YBBN,2015-06-20 03:30,153.1292,-27.3917,68.00,44.60,42.85,200.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 200330Z 20007KT CAVOK 20/07 Q1018
YBBN,2015-06-20 04:00,153.1292,-27.3917,68.00,44.60,42.85,210.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 200400Z 21007KT CAVOK 20/07 Q1018
YBBN,2015-06-20 04:30,153.1292,-27.3917,68.00,42.80,40.00,200.00,5.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 200430Z 20005KT CAVOK 20/06 Q1018
YBBN,2015-06-20 05:00,153.1292,-27.3917,68.00,42.80,40.00,210.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 200500Z 21007KT CAVOK 20/06 Q1018
