#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2014-12-07 00:00:00+00:00 2014-12-08 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2014-12-07 00:00,153.1292,-27.3917,80.60,66.20,61.58,350.00,7.00,0.00,29.77,M,6.21,M,FEW,BKN,BKN,M,3000.00,3700.00,24500.00,M,M,YBBN 070000Z 35007KT 9999 FEW030 BKN037 BKN245 27/19 Q1008 FM0200 02016KT 9999 SCT035
YBBN,2014-12-07 00:30,153.1292,-27.3917,80.60,66.20,61.58,20.00,10.00,0.00,29.77,M,6.21,M,FEW,SCT,BKN,M,3000.00,4000.00,24500.00,M,M,YBBN 070030Z 02010KT 9999 FEW030 SCT040 BKN245 27/19 Q1008
YBBN,2014-12-07 01:00,153.1292,-27.3917,80.60,66.20,61.58,30.00,12.00,0.00,29.77,M,6.21,M,FEW,SCT,BKN,M,3000.00,4000.00,24500.00,M,M,YBBN 070100Z 03012KT 9999 FEW030 SCT040 BKN245 27/19 Q1008
YBBN,2014-12-07 01:30,153.1292,-27.3917,82.40,69.80,65.74,30.00,12.00,0.00,29.77,M,6.21,M,FEW,SCT,M,M,3000.00,24500.00,M,M,M,YBBN 070130Z 03012KT 9999 FEW030 SCT245 28/21 Q1008
YBBN,2014-12-07 02:00,153.1292,-27.3917,82.40,69.80,65.74,30.00,16.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,3000.00,24500.00,M,M,M,YBBN 070200Z 03016KT 9999 FEW030 BKN245 28/21 Q1007 NOSIG
YBBN,2014-12-07 02:30,153.1292,-27.3917,82.40,68.00,61.81,30.00,16.00,0.00,29.74,M,6.21,M,FEW,SCT,M,M,4000.00,24500.00,M,M,M,YBBN 070230Z 03016KT 9999 FEW040 SCT245 28/20 Q1007
YBBN,2014-12-07 03:00,153.1292,-27.3917,82.40,68.00,61.81,30.00,17.00,0.00,29.74,M,6.21,M,FEW,SCT,M,M,4000.00,24500.00,M,M,M,YBBN 070300Z 03017KT 9999 FEW040TCU SCT245 28/20 Q1007
YBBN,2014-12-07 03:30,153.1292,-27.3917,84.20,69.80,62.03,20.00,17.00,0.00,29.71,M,6.21,M,FEW,FEW,M,M,3800.00,4000.00,M,M,M,YBBN 070330Z 02017KT 9999 FEW038 FEW040TCU 29/21 Q1006 RMK DIST CB TOP NORTH
YBBN,2014-12-07 04:00,153.1292,-27.3917,82.40,68.00,61.81,30.00,17.00,0.00,29.71,M,6.21,M,FEW,SCT,M,M,4000.00,24500.00,M,M,M,YBBN 070400Z 03017KT 9999 FEW040 SCT245 28/20 Q1006
YBBN,2014-12-07 04:30,153.1292,-27.3917,80.60,69.80,69.71,30.00,15.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,4000.00,25000.00,M,M,M,YBBN 070430Z 03015KT 9999 FEW040TCU BKN250 27/21 Q1006
YBBN,2014-12-07 05:00,153.1292,-27.3917,82.40,71.60,69.90,20.00,16.00,0.00,29.71,M,6.21,M,FEW,FEW,M,M,2200.00,4000.00,M,M,M,YBBN 070500Z 02016KT 9999 FEW022 FEW040TCU 28/22 Q1006
YBBN,2014-12-07 05:30,153.1292,-27.3917,82.40,71.60,69.90,20.00,19.00,0.00,29.71,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 070530Z 02019KT 9999 FEW020 28/22 Q1006
YBBN,2014-12-07 06:00,153.1292,-27.3917,80.60,71.60,74.11,10.00,18.00,0.00,29.71,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 070600Z 01018KT 9999 FEW020 27/22 Q1006
YBBN,2014-12-07 06:30,153.1292,-27.3917,80.60,71.60,74.11,10.00,17.00,0.00,29.71,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,YBBN 070630Z 01017KT 9999 FEW018 27/22 Q1006
YBBN,2014-12-07 07:00,153.1292,-27.3917,78.80,71.60,78.62,10.00,17.00,0.00,29.74,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,YBBN 070700Z 01017KT 9999 FEW010 26/22 Q1007
YBBN,2014-12-07 07:17,153.1292,-27.3917,78.80,73.40,83.55,20.00,17.00,0.00,29.74,M,6.21,M,FEW,SCT,M,M,700.00,1200.00,M,M,M,YBBN 070717Z 02017KT 9999 FEW007 SCT012 26/23 Q1007
YBBN,2014-12-07 07:30,153.1292,-27.3917,78.80,73.40,83.55,10.00,16.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,700.00,1200.00,M,M,M,YBBN 070730Z 01016KT 9999 FEW007 BKN012 26/23 Q1007
YBBN,2014-12-07 08:00,153.1292,-27.3917,78.80,73.40,83.55,360.00,17.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,800.00,1200.00,M,M,M,YBBN 070800Z 36017KT 9999 FEW008 BKN012 26/23 Q1007
YBBN,2014-12-07 08:30,153.1292,-27.3917,77.00,73.40,88.67,10.00,17.00,0.00,29.74,M,6.21,M,FEW,M,M,M,900.00,M,M,M,M,YBBN 070830Z 01017KT 9999 FEW009 25/23 Q1007
YBBN,2014-12-07 08:49,153.1292,-27.3917,77.00,73.40,88.67,10.00,15.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,700.00,900.00,M,M,M,YBBN 070849Z 01015KT 9999 FEW007 BKN009 25/23 Q1007 RMK HAZE
YBBN,2014-12-07 09:00,153.1292,-27.3917,77.00,73.40,88.67,10.00,15.00,0.00,29.74,M,6.21,M,BKN,M,M,M,900.00,M,M,M,M,YBBN 070900Z 01015KT 9999 BKN009 25/23 Q1007
YBBN,2014-12-07 09:20,153.1292,-27.3917,77.00,73.40,88.67,10.00,15.00,0.00,29.74,M,6.21,M,FEW,M,M,M,800.00,M,M,M,M,YBBN 070920Z 01015KT 9999 FEW008 25/23 Q1007
YBBN,2014-12-07 09:30,153.1292,-27.3917,77.00,73.40,88.67,360.00,17.00,0.00,29.77,M,6.21,M,FEW,M,M,M,900.00,M,M,M,M,YBBN 070930Z 36017KT 9999 FEW009 25/23 Q1008 RMK HAZE
YBBN,2014-12-07 10:00,153.1292,-27.3917,77.00,73.40,88.67,360.00,17.00,0.00,29.77,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,YBBN 071000Z 36017KT 9999 FEW010 25/23 Q1008
YBBN,2014-12-07 10:30,153.1292,-27.3917,77.00,73.40,88.67,360.00,17.00,0.00,29.77,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,YBBN 071030Z 36017KT 9999 FEW010 25/23 Q1008 RMK HAZE
