#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-12-14 00:00:00+00:00 2016-12-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-12-14 00:00,153.1292,-27.3917,78.80,60.80,54.05,10.00,12.00,0.00,30.00,M,6.21,M,FEW,M,M,M,3600.00,M,M,M,M,YBBN 140000Z 01012KT 9999 FEW036 26/16 Q1016
YBBN,2016-12-14 00:30,153.1292,-27.3917,78.80,62.60,57.60,20.00,13.00,0.00,30.00,M,6.21,M,FEW,M,M,M,3600.00,M,M,M,M,YBBN 140030Z 02013KT 9999 FEW036 26/17 Q1016 NOSIG
YBBN,2016-12-14 01:00,153.1292,-27.3917,78.80,62.60,57.60,30.00,13.00,0.00,29.97,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 140100Z 03013KT 9999 FEW035 26/17 Q1015 NOSIG
YBBN,2016-12-14 01:30,153.1292,-27.3917,80.60,55.40,41.97,20.00,13.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,// //////,YBBN 140130Z 02013KT //// // ////// 27/13 Q1015 NOSIG
YBBN,2016-12-14 02:00,153.1292,-27.3917,80.60,62.60,54.30,30.00,14.00,0.00,29.94,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 140200Z 03014KT 9999 FEW040 27/17 Q1014 NOSIG
YBBN,2016-12-14 02:30,153.1292,-27.3917,80.60,55.40,41.97,30.00,15.00,0.00,29.94,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,YBBN 140230Z 03015KT 9999 FEW045 27/13 Q1014 NOSIG
YBBN,2016-12-14 03:00,153.1292,-27.3917,80.60,62.60,54.30,10.00,15.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140300Z 01015KT CAVOK 27/17 Q1013 NOSIG
YBBN,2016-12-14 03:30,153.1292,-27.3917,80.60,62.60,54.30,10.00,16.00,0.00,29.91,M,6.21,M,FEW,M,M,M,4800.00,M,M,M,M,YBBN 140330Z 01016KT 9999 FEW048 27/17 Q1013 NOSIG
YBBN,2016-12-14 04:00,153.1292,-27.3917,80.60,60.80,50.95,10.00,15.00,0.00,29.91,M,6.21,M,FEW,M,M,M,4400.00,M,M,M,M,YBBN 140400Z 01015KT 9999 FEW044 27/16 Q1013 NOSIG
YBBN,2016-12-14 04:30,153.1292,-27.3917,80.60,62.60,54.30,10.00,15.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140430Z 01015KT CAVOK 27/17 Q1012 NOSIG
YBBN,2016-12-14 05:00,153.1292,-27.3917,78.80,62.60,57.60,10.00,15.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140500Z 01015KT CAVOK 26/17 Q1012 NOSIG
YBBN,2016-12-14 05:30,153.1292,-27.3917,78.80,64.40,61.36,10.00,16.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140530Z 01016KT CAVOK 26/18 Q1012 NOSIG
YBBN,2016-12-14 06:00,153.1292,-27.3917,78.80,60.80,54.05,10.00,16.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140600Z 01016KT CAVOK 26/16 Q1012
YBBN,2016-12-14 06:30,153.1292,-27.3917,78.80,62.60,57.60,10.00,17.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140630Z 01017KT CAVOK 26/17 Q1012 NOSIG
YBBN,2016-12-14 07:00,153.1292,-27.3917,78.80,64.40,61.36,10.00,16.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140700Z 01016KT CAVOK 26/18 Q1012 NOSIG
YBBN,2016-12-14 07:30,153.1292,-27.3917,77.00,62.60,61.13,10.00,15.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140730Z 01015KT CAVOK 25/17 Q1012 NOSIG
YBBN,2016-12-14 08:00,153.1292,-27.3917,75.20,62.60,64.91,10.00,15.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 140800Z 01015KT CAVOK 24/17 Q1013
