#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2012-04-10 00:00:00+00:00 2012-04-11 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2012-04-10 00:00,153.1292,-27.3917,75.20,59.00,57.12,200.00,8.00,0.00,30.06,M,6.21,M,FEW,SCT,M,M,3000.00,4600.00,M,M,M,YBBN 100000Z 20008KT 9999 FEW030 SCT046 24/15 Q1018 NOSIG
YBBN,2012-04-10 00:30,153.1292,-27.3917,77.00,59.00,53.80,180.00,7.00,0.00,30.06,M,6.21,M,FEW,M,M,M,3200.00,M,M,M,M,YBBN 100030Z 18007KT 9999 FEW032 25/15 Q1018
YBBN,2012-04-10 01:00,153.1292,-27.3917,77.00,60.80,57.36,160.00,6.00,0.00,30.03,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 100100Z 16006KT 9999 FEW035 25/16 Q1017 NOSIG
YBBN,2012-04-10 01:30,153.1292,-27.3917,75.20,60.80,60.90,30.00,10.00,0.00,30.03,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,YBBN 100130Z 03010KT 9999 SCT033 24/16 Q1017
YBBN,2012-04-10 02:00,153.1292,-27.3917,77.00,59.00,53.80,40.00,9.00,0.00,30.03,M,6.21,M,BKN,M,M,M,3300.00,M,M,M,M,YBBN 100200Z 04009KT 9999 BKN033 25/15 Q1017
YBBN,2012-04-10 02:30,153.1292,-27.3917,77.00,59.00,53.80,40.00,11.00,0.00,30.00,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,YBBN 100230Z 04011KT 9999 SCT033 25/15 Q1016
YBBN,2012-04-10 03:00,153.1292,-27.3917,77.00,59.00,53.80,30.00,11.00,0.00,30.00,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,YBBN 100300Z 03011KT 9999 FEW035 25/15 Q1016 FM0330 15016G28KT 9999 FEW035
YBBN,2012-04-10 03:30,153.1292,-27.3917,77.00,59.00,53.80,40.00,14.00,0.00,30.00,M,6.21,M,FEW,M,M,M,3800.00,M,M,M,M,YBBN 100330Z 04014KT 9999 FEW038 25/15 Q1016
YBBN,2012-04-10 04:00,153.1292,-27.3917,75.20,59.00,57.12,40.00,14.00,0.00,30.00,M,6.21,M,FEW,M,M,M,3800.00,M,M,M,M,YBBN 100400Z 04014KT 9999 FEW038 24/15 Q1016
YBBN,2012-04-10 04:30,153.1292,-27.3917,75.20,57.20,53.55,50.00,13.00,0.00,30.00,M,6.21,M,FEW,M,M,M,3800.00,M,M,M,M,YBBN 100430Z 05013KT 9999 FEW038 24/14 Q1016
