#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2011-06-12 00:00:00+00:00 2011-06-13 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2011-06-12 07:30,153.1292,-27.3917,60.80,51.80,72.20,210.00,12.00,M,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 120730Z 21012KT CAVOK 16/11 Q1014 RMK 7SC055 INTER 0730/1030 4000 SHRA BKN010
YBBN,2011-06-12 08:00,153.1292,-27.3917,59.00,51.80,76.98,220.00,12.00,M,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 120800Z 22012KT CAVOK 15/11 Q1014 NOSIG
YBBN,2011-06-12 08:30,153.1292,-27.3917,59.00,51.80,76.98,210.00,11.00,M,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 120830Z 21011KT CAVOK 15/11 Q1014 NOSIG
YBBN,2011-06-12 09:00,153.1292,-27.3917,57.20,51.80,82.12,210.00,11.00,M,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 120900Z 21011KT CAVOK 14/11 Q1014 NOSIG
YBBN,2011-06-12 09:30,153.1292,-27.3917,57.20,51.80,82.12,210.00,9.00,M,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 120930Z 21009KT CAVOK 14/11 Q1015 NOSIG
YBBN,2011-06-12 10:00,153.1292,-27.3917,57.20,51.80,82.12,210.00,9.00,M,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121000Z 21009KT CAVOK 14/11 Q1015 NOSIG
YBBN,2011-06-12 10:30,153.1292,-27.3917,55.40,51.80,87.65,220.00,9.00,M,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121030Z 22009KT CAVOK 13/11 Q1015 NOSIG
YBBN,2011-06-12 11:00,153.1292,-27.3917,55.40,51.80,87.65,210.00,9.00,M,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121100Z 21009KT CAVOK 13/11 Q1015 NOSIG
YBBN,2011-06-12 11:30,153.1292,-27.3917,55.40,51.80,87.65,210.00,9.00,M,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121130Z 21009KT CAVOK 13/11 Q1015 NOSIG
YBBN,2011-06-12 12:00,153.1292,-27.3917,55.40,51.80,87.65,210.00,9.00,M,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121200Z 21009KT CAVOK 13/11 Q1015 NOSIG
YBBN,2011-06-12 12:30,153.1292,-27.3917,53.60,50.00,87.56,220.00,8.00,M,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121230Z 22008KT CAVOK 12/10 Q1015 NOSIG
YBBN,2011-06-12 13:00,153.1292,-27.3917,53.60,50.00,87.56,220.00,7.00,M,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121300Z 22007KT CAVOK 12/10 Q1014 NOSIG
YBBN,2011-06-12 13:30,153.1292,-27.3917,53.60,50.00,87.56,220.00,8.00,M,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121330Z 22008KT CAVOK 12/10 Q1014 NOSIG
YBBN,2011-06-12 14:00,153.1292,-27.3917,53.60,51.80,93.60,210.00,8.00,M,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121400Z 21008KT CAVOK 12/11 Q1014 NOSIG
YBBN,2011-06-12 14:30,153.1292,-27.3917,53.60,50.00,87.56,210.00,8.00,M,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121430Z 21008KT CAVOK 12/10 Q1014 NOSIG
YBBN,2011-06-12 15:00,153.1292,-27.3917,53.60,50.00,87.56,210.00,9.00,M,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121500Z 21009KT CAVOK 12/10 Q1013 NOSIG
YBBN,2011-06-12 15:30,153.1292,-27.3917,55.40,51.80,87.65,210.00,9.00,M,29.91,M,6.21,M,BKN,M,M,M,2600.00,M,M,M,M,YBBN 121530Z 21009KT 9999 BKN026 13/11 Q1013 NOSIG
YBBN,2011-06-12 16:00,153.1292,-27.3917,55.40,51.80,87.65,230.00,10.00,M,29.91,M,6.21,M,BKN,M,M,M,2600.00,M,M,M,M,YBBN 121600Z 23010KT 9999 BKN026 13/11 Q1013 NOSIG
YBBN,2011-06-12 16:30,153.1292,-27.3917,55.40,51.80,87.65,220.00,11.00,M,29.88,M,6.21,M,BKN,M,M,M,3400.00,M,M,M,M,YBBN 121630Z 22011KT 9999 BKN034 13/11 Q1012 NOSIG
YBBN,2011-06-12 17:00,153.1292,-27.3917,55.40,51.80,87.65,210.00,9.00,M,29.88,M,6.21,M,BKN,M,M,M,3600.00,M,M,M,M,YBBN 121700Z 21009KT 9999 BKN036 13/11 Q1012 NOSIG
YBBN,2011-06-12 17:30,153.1292,-27.3917,55.40,51.80,87.65,210.00,10.00,M,29.88,M,6.21,M,BKN,M,M,M,3600.00,M,M,M,M,YBBN 121730Z 21010KT 9999 BKN036 13/11 Q1012 NOSIG
YBBN,2011-06-12 18:00,153.1292,-27.3917,55.40,51.80,87.65,210.00,8.00,M,29.88,M,6.21,M,BKN,M,M,M,4300.00,M,M,M,M,YBBN 121800Z 21008KT 9999 BKN043 13/11 Q1012 NOSIG
YBBN,2011-06-12 18:30,153.1292,-27.3917,53.60,50.00,87.56,220.00,7.00,M,29.88,M,6.21,M,SCT,M,M,M,4700.00,M,M,M,M,YBBN 121830Z 22007KT 9999 SCT047 12/10 Q1012 NOSIG
YBBN,2011-06-12 19:00,153.1292,-27.3917,53.60,50.00,87.56,220.00,7.00,M,29.88,M,6.21,M,SCT,M,M,M,4900.00,M,M,M,M,YBBN 121900Z 22007KT 9999 SCT049 12/10 Q1012 NOSIG
YBBN,2011-06-12 19:30,153.1292,-27.3917,53.60,50.00,87.56,220.00,8.00,M,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,YBBN 121930Z 22008KT CAVOK 12/10 Q1013 NOSIG
YBBN,2011-06-12 20:00,153.1292,-27.3917,53.60,50.00,87.56,210.00,9.00,M,29.91,M,6.21,M,FEW,SCT,M,M,2500.00,5800.00,M,M,M,YBBN 122000Z 21009KT 9999 FEW025 SCT058 12/10 Q1013 NOSIG
YBBN,2011-06-12 20:30,153.1292,-27.3917,55.40,50.00,81.99,200.00,9.00,M,29.91,M,6.21,M,SCT,M,M,M,2400.00,M,M,M,M,YBBN 122030Z 20009KT 9999 SCT024 13/10 Q1013 NOSIG
YBBN,2011-06-12 21:00,153.1292,-27.3917,55.40,51.80,87.65,210.00,11.00,M,29.94,M,6.21,M,SCT,M,M,M,2500.00,M,M,M,M,YBBN 122100Z 21011KT 9999 SCT025 13/11 Q1014 NOSIG
YBBN,2011-06-12 21:30,153.1292,-27.3917,57.20,50.00,76.82,220.00,12.00,M,29.91,M,6.21,M,SCT,M,M,M,3500.00,M,M,M,M,YBBN 122130Z 22012KT 9999 SCT035 14/10 Q1013 NOSIG
YBBN,2011-06-12 22:00,153.1292,-27.3917,59.00,51.80,76.98,220.00,14.00,M,29.91,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 122200Z 22014KT 9999 FEW040 15/11 Q1013 NOSIG
YBBN,2011-06-12 22:30,153.1292,-27.3917,59.00,51.80,76.98,220.00,15.00,M,29.94,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 122230Z 22015KT 9999 FEW040 15/11 Q1014 NOSIG
YBBN,2011-06-12 23:00,153.1292,-27.3917,60.80,51.80,72.20,230.00,17.00,M,29.94,M,6.21,M,FEW,M,M,M,4200.00,M,M,M,M,YBBN 122300Z 23017KT 9999 FEW042 16/11 Q1014 NOSIG
YBBN,2011-06-12 23:30,153.1292,-27.3917,62.60,51.80,67.75,220.00,17.00,M,29.94,M,6.21,M,FEW,M,M,M,4200.00,M,M,M,M,YBBN 122330Z 22017KT 9999 FEW042 17/11 Q1014 NOSIG
