#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2013-12-27 00:00:00+00:00 2013-12-28 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2013-12-27 00:00,153.1292,-27.3917,80.60,69.80,69.71,110.00,10.00,0.00,29.83,M,6.21,M,FEW,SCT,BKN,M,2000.00,2700.00,3900.00,M,M,YBBN 270000Z 11010KT 9999 FEW020 SCT027 BKN039 27/21 Q1010 NOSIG
YBBN,2013-12-27 00:30,153.1292,-27.3917,78.80,69.80,73.95,110.00,12.00,0.00,29.83,M,6.21,M,FEW,SCT,BKN,M,2000.00,3000.00,3700.00,M,M,YBBN 270030Z 11012KT 9999 FEW020 SCT030 BKN037 26/21 Q1010
YBBN,2013-12-27 01:00,153.1292,-27.3917,82.40,69.80,65.74,110.00,13.00,0.00,29.83,M,6.21,M,FEW,SCT,M,M,3000.00,3700.00,M,M,M,YBBN 270100Z 11013KT 9999 FEW030 SCT037 28/21 Q1010 NOSIG
YBBN,2013-12-27 01:30,153.1292,-27.3917,80.60,69.80,69.71,100.00,12.00,0.00,29.83,M,6.21,M,SCT,M,M,M,3400.00,M,M,M,M,YBBN 270130Z 10012KT 9999 SCT034 27/21 Q1010
YBBN,2013-12-27 02:00,153.1292,-27.3917,82.40,69.80,65.74,110.00,13.00,0.00,29.80,M,6.21,M,SCT,M,M,M,3700.00,M,M,M,M,YBBN 270200Z 11013KT 9999 SCT037 28/21 Q1009 NOSIG
YBBN,2013-12-27 02:30,153.1292,-27.3917,82.40,68.00,61.81,120.00,14.00,0.00,29.80,M,6.21,M,FEW,M,M,M,3700.00,M,M,M,M,YBBN 270230Z 12014KT 9999 FEW037 28/20 Q1009
YBBN,2013-12-27 03:00,153.1292,-27.3917,82.40,68.00,61.81,110.00,13.00,0.00,29.80,M,6.21,M,FEW,M,M,M,3700.00,M,M,M,M,YBBN 270300Z 11013KT 9999 FEW037 28/20 Q1009 NOSIG
YBBN,2013-12-27 03:30,153.1292,-27.3917,80.60,66.20,61.58,120.00,14.00,0.00,29.77,M,6.21,M,FEW,M,M,M,3700.00,M,M,M,M,YBBN 270330Z 12014KT 9999 FEW037 27/19 Q1008 RMK CB TOPS S TO W
YBBN,2013-12-27 04:00,153.1292,-27.3917,80.60,66.20,61.58,120.00,13.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,3500.00,30000.00,M,M,M,YBBN 270400Z 12013KT 9999 FEW035 BKN300 27/19 Q1007 NOSIG
YBBN,2013-12-27 04:30,153.1292,-27.3917,78.80,64.40,61.36,130.00,12.00,0.00,29.77,M,6.21,M,FEW,SCT,BKN,M,3300.00,14000.00,25000.00,M,M,YBBN 270430Z 13012KT 9999 FEW033 SCT140 BKN250 26/18 Q1008
