#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2016-03-14 00:00:00+00:00 2016-03-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2016-03-14 01:30,153.1292,-27.3917,80.60,68.00,65.54,110.00,9.00,0.00,29.97,M,6.21,M,SCT,BKN,BKN,M,3500.00,4900.00,6300.00,M,M,YBBN 140130Z 11009KT 9999 SCT035 BKN049 BKN063 27/20 Q1015 NOSIG
YBBN,2016-03-14 02:00,153.1292,-27.3917,80.60,68.00,65.54,110.00,9.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,3500.00,6500.00,M,M,M,YBBN 140200Z 11009KT 9999 SCT035 BKN065 27/20 Q1014 NOSIG
YBBN,2016-03-14 02:30,153.1292,-27.3917,82.40,68.00,61.81,110.00,11.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,3500.00,6300.00,M,M,M,YBBN 140230Z 11011KT 9999 SCT035 BKN063 28/20 Q1014 NOSIG
YBBN,2016-03-14 03:00,153.1292,-27.3917,82.40,68.00,61.81,120.00,9.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,3500.00,6300.00,M,M,M,YBBN 140300Z 12009KT 9999 SCT035 BKN063 28/20 Q1014 NOSIG
YBBN,2016-03-14 03:30,153.1292,-27.3917,82.40,69.80,65.74,80.00,10.00,0.00,29.91,M,6.21,M,SCT,BKN,M,M,2700.00,6500.00,M,M,M,YBBN 140330Z 08010KT 9999 SCT027 BKN065 28/21 Q1013 NOSIG
YBBN,2016-03-14 04:00,153.1292,-27.3917,82.40,66.20,58.08,130.00,9.00,0.00,29.91,M,6.21,M,SCT,M,M,M,2700.00,M,M,M,M,YBBN 140400Z 13009KT 9999 SCT027 28/19 Q1013 NOSIG
YBBN,2016-03-14 04:30,153.1292,-27.3917,82.40,66.20,58.08,110.00,11.00,0.00,29.91,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 140430Z 11011KT 9999 FEW030 28/19 Q1013 NOSIG
YBBN,2016-03-14 05:00,153.1292,-27.3917,82.40,66.20,58.08,100.00,9.00,0.00,29.91,M,6.21,M,FEW,SCT,M,M,2000.00,30000.00,M,M,M,YBBN 140500Z 10009KT 9999 FEW020 SCT300 28/19 Q1013 NOSIG
YBBN,2016-03-14 05:30,153.1292,-27.3917,82.40,66.20,58.08,100.00,9.00,0.00,29.88,M,6.21,M,FEW,SCT,M,M,2000.00,30000.00,M,M,M,YBBN 140530Z 10009KT 9999 FEW020 SCT300 28/19 Q1012
YBBN,2016-03-14 06:00,153.1292,-27.3917,82.40,68.00,61.81,100.00,8.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,2000.00,30000.00,M,M,M,YBBN 140600Z 10008KT 070V130 9999 FEW020 BKN300 28/20 Q1012
YBBN,2016-03-14 06:30,153.1292,-27.3917,80.60,66.20,61.58,90.00,7.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,2000.00,30000.00,M,M,M,YBBN 140630Z 09007KT 9999 FEW020 BKN300 27/19 Q1012 NOSIG
YBBN,2016-03-14 07:00,153.1292,-27.3917,78.80,68.00,69.52,100.00,8.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,2000.00,30000.00,M,M,M,YBBN 140700Z 10008KT 9999 FEW020 BKN300 26/20 Q1013 NOSIG
YBBN,2016-03-14 07:30,153.1292,-27.3917,78.80,66.20,65.33,100.00,6.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,2000.00,30000.00,M,M,M,YBBN 140730Z 10006KT 9999 FEW020 BKN300 26/19 Q1013
YBBN,2016-03-14 08:00,153.1292,-27.3917,78.80,68.00,69.52,100.00,6.00,0.00,29.91,M,6.21,M,FEW,SCT,BKN,M,2000.00,5600.00,30000.00,M,M,YBBN 140800Z 10006KT 9999 FEW020 SCT056 BKN300 26/20 Q1013
YBBN,2016-03-14 10:00,153.1292,-27.3917,77.00,68.00,73.78,110.00,7.00,0.00,29.94,M,6.21,M,FEW,SCT,BKN,M,2000.00,2600.00,30000.00,M,M,YBBN 141000Z 11007KT 9999 FEW020 SCT026 BKN300 25/20 Q1014
YBBN,2016-03-14 11:00,153.1292,-27.3917,77.00,66.20,69.33,110.00,5.00,0.00,29.97,M,6.21,M,FEW,SCT,M,M,1800.00,30000.00,M,M,M,YBBN 141100Z 11005KT 9999 FEW018 SCT300 25/19 Q1015 NOSIG
YBBN,2016-03-14 11:30,153.1292,-27.3917,75.20,68.00,78.34,110.00,5.00,0.00,29.97,M,6.21,M,FEW,SCT,M,M,2000.00,30000.00,M,M,M,YBBN 141130Z 11005KT 9999 FEW020 SCT300 24/20 Q1015 NOSIG
YBBN,2016-03-14 12:00,153.1292,-27.3917,73.40,68.00,83.21,150.00,4.00,0.00,29.94,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 141200Z 15004KT 110V200 9999 FEW020 23/20 Q1014 NOSIG
YBBN,2016-03-14 12:30,153.1292,-27.3917,73.40,68.00,83.21,150.00,2.00,0.00,29.94,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,YBBN 141230Z 15002KT 9999 FEW018 23/20 Q1014 NOSIG
YBBN,2016-03-14 13:00,153.1292,-27.3917,73.40,68.00,83.21,170.00,3.00,0.00,29.94,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,YBBN 141300Z 17003KT 9999 FEW018 23/20 Q1014 NOSIG
YBBN,2016-03-14 13:30,153.1292,-27.3917,73.40,68.00,83.21,190.00,5.00,0.00,29.94,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,YBBN 141330Z 19005KT 9999 FEW017 23/20 Q1014 NOSIG
YBBN,2016-03-14 14:00,153.1292,-27.3917,71.60,68.00,88.43,190.00,5.00,0.00,29.94,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,YBBN 141400Z 19005KT 9999 FEW017 22/20 Q1014 NOSIG
YBBN,2016-03-14 14:30,153.1292,-27.3917,71.60,68.00,88.43,200.00,4.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,YBBN 141430Z 20004KT 9999 FEW017 22/20 Q1013 NOSIG
YBBN,2016-03-14 15:00,153.1292,-27.3917,71.60,66.20,83.09,200.00,5.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,YBBN 141500Z 20005KT 9999 FEW017 22/19 Q1013 NOSIG
YBBN,2016-03-14 15:30,153.1292,-27.3917,69.80,68.00,94.01,200.00,5.00,0.00,29.91,M,6.21,M,FEW,M,M,M,2300.00,M,M,M,M,YBBN 141530Z 20005KT 9999 FEW023 21/20 Q1013 NOSIG
YBBN,2016-03-14 16:00,153.1292,-27.3917,69.80,66.20,88.34,200.00,6.00,0.00,29.91,M,6.21,M,FEW,M,M,M,2300.00,M,M,M,M,YBBN 141600Z 20006KT 9999 FEW023 21/19 Q1013 NOSIG
YBBN,2016-03-14 16:30,153.1292,-27.3917,69.80,66.20,88.34,200.00,4.00,0.00,29.91,M,6.21,M,FEW,M,M,M,2300.00,M,M,M,M,YBBN 141630Z 20004KT 9999 FEW023 21/19 Q1013 NOSIG
YBBN,2016-03-14 17:00,153.1292,-27.3917,69.80,66.20,88.34,200.00,5.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1900.00,M,M,M,M,YBBN 141700Z 20005KT 9999 FEW019 21/19 Q1013 NOSIG
YBBN,2016-03-14 17:30,153.1292,-27.3917,69.80,66.20,88.34,200.00,6.00,0.00,29.88,M,6.21,M,FEW,M,M,M,1900.00,M,M,M,M,YBBN 141730Z 20006KT 9999 FEW019 21/19 Q1012 NOSIG
