#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2011-04-25 00:00:00+00:00 2011-04-26 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2011-04-25 00:00,153.1292,-27.3917,71.60,60.80,68.75,190.00,7.00,M,30.18,M,6.21,M,SCT,SCT,BKN,M,2500.00,4500.00,8000.00,M,VCSH,YBBN 250000Z 19007KT 9999 VCSH SCT025 SCT045 BKN080 22/16 Q1022 NOSIG
YBBN,2011-04-25 00:30,153.1292,-27.3917,73.40,62.60,68.94,150.00,6.00,M,30.18,M,6.21,M,SCT,BKN,M,M,2500.00,8000.00,M,M,VCSH,YBBN 250030Z 15006KT 9999 VCSH SCT025 BKN080 23/17 Q1022 NOSIG
YBBN,2011-04-25 01:00,153.1292,-27.3917,73.40,60.80,64.69,150.00,9.00,M,30.18,M,6.21,M,SCT,BKN,M,M,3000.00,8000.00,M,M,VCSH,YBBN 250100Z 15009KT 9999 VCSH SCT030 BKN080 23/16 Q1022 NOSIG
YBBN,2011-04-25 01:30,153.1292,-27.3917,73.40,59.00,60.67,130.00,9.00,M,30.18,M,6.21,M,BKN,BKN,M,M,3000.00,6500.00,M,M,-SHRA VCSH,YBBN 250130Z 13009KT 9999 -SHRA VCSH BKN030 BKN065 23/15 Q1022 NOSIG
YBBN,2011-04-25 02:00,153.1292,-27.3917,75.20,60.80,60.90,120.00,11.00,M,30.15,M,6.21,M,SCT,SCT,BKN,M,3500.00,6500.00,8000.00,M,VCSH,YBBN 250200Z 12011KT 9999 VCSH SCT035 SCT065 BKN080 24/16 Q1021 NOSIG
YBBN,2011-04-25 02:30,153.1292,-27.3917,75.20,57.20,53.55,130.00,11.00,M,30.15,M,6.21,M,SCT,SCT,BKN,M,3500.00,8000.00,26000.00,M,M,YBBN 250230Z 13011KT 9999 SCT035 SCT080 BKN260 24/14 Q1021 NOSIG
YBBN,2011-04-25 03:00,153.1292,-27.3917,75.20,57.20,53.55,120.00,11.00,M,30.12,M,6.21,M,SCT,SCT,BKN,M,3500.00,8000.00,26000.00,M,M,YBBN 250300Z 12011KT 9999 SCT035 SCT080 BKN260 24/14 Q1020 NOSIG
YBBN,2011-04-25 03:30,153.1292,-27.3917,75.20,57.20,53.55,120.00,12.00,M,30.12,M,6.21,M,SCT,SCT,M,M,3500.00,6500.00,M,M,M,YBBN 250330Z 12012KT 9999 SCT035 SCT065 24/14 Q1020 NOSIG
YBBN,2011-04-25 04:00,153.1292,-27.3917,75.20,57.20,53.55,150.00,12.00,M,30.12,M,6.21,M,SCT,BKN,M,M,4000.00,6500.00,M,M,M,YBBN 250400Z 15012KT 9999 SCT040 BKN065 24/14 Q1020 NOSIG
YBBN,2011-04-25 04:30,153.1292,-27.3917,75.20,57.20,53.55,130.00,10.00,M,30.12,M,6.21,M,SCT,BKN,M,M,4000.00,7000.00,M,M,M,YBBN 250430Z 13010KT 9999 SCT040 BKN070 24/14 Q1020 NOSIG
YBBN,2011-04-25 05:00,153.1292,-27.3917,75.20,57.20,53.55,150.00,10.00,M,30.12,M,6.21,M,FEW,SCT,M,M,3800.00,7000.00,M,M,M,YBBN 250500Z 15010KT 9999 FEW038 SCT070 24/14 Q1020 NOSIG
YBBN,2011-04-25 05:30,153.1292,-27.3917,75.20,57.20,53.55,130.00,8.00,M,30.12,M,6.21,M,FEW,SCT,M,M,3800.00,7000.00,M,M,M,YBBN 250530Z 13008KT 9999 FEW038 SCT070 24/14 Q1020 NOSIG
YBBN,2011-04-25 06:00,153.1292,-27.3917,75.20,55.40,50.17,130.00,12.00,M,30.12,M,6.21,M,FEW,SCT,M,M,3800.00,8000.00,M,M,M,YBBN 250600Z 13012KT 9999 FEW038 SCT080 24/13 Q1020 NOSIG
YBBN,2011-04-25 06:30,153.1292,-27.3917,73.40,57.20,56.88,140.00,9.00,M,30.12,M,6.21,M,FEW,M,M,M,3800.00,M,M,M,M,YBBN 250630Z 14009KT 9999 FEW038 23/14 Q1020 NOSIG
YBBN,2011-04-25 07:00,153.1292,-27.3917,73.40,57.20,56.88,140.00,9.00,M,30.15,M,6.21,M,FEW,M,M,M,3200.00,M,M,M,M,YBBN 250700Z 14009KT 9999 FEW032 23/14 Q1021 NOSIG
YBBN,2011-04-25 07:30,153.1292,-27.3917,71.60,57.20,60.44,150.00,8.00,M,30.15,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 250730Z 15008KT 9999 FEW030 22/14 Q1021 NOSIG
YBBN,2011-04-25 08:00,153.1292,-27.3917,69.80,57.20,64.26,160.00,7.00,M,30.15,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 250800Z 16007KT 9999 FEW030 21/14 Q1021 NOSIG
YBBN,2011-04-25 08:30,153.1292,-27.3917,69.80,57.20,64.26,180.00,6.00,M,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 250830Z 18006KT 9999 FEW030 21/14 Q1022 NOSIG
YBBN,2011-04-25 09:00,153.1292,-27.3917,68.00,57.20,68.35,190.00,6.00,M,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 250900Z 19006KT 9999 FEW030 20/14 Q1022 NOSIG
YBBN,2011-04-25 09:30,153.1292,-27.3917,68.00,59.00,72.92,200.00,6.00,M,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 250930Z 20006KT 9999 FEW030 20/15 Q1022 NOSIG
YBBN,2011-04-25 10:00,153.1292,-27.3917,68.00,59.00,72.92,200.00,6.00,M,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 251000Z 20006KT 9999 FEW030 20/15 Q1022 NOSIG
YBBN,2011-04-25 10:30,153.1292,-27.3917,68.00,59.00,72.92,180.00,6.00,M,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 251030Z 18006KT 9999 FEW030 20/15 Q1023 NOSIG
YBBN,2011-04-25 11:00,153.1292,-27.3917,68.00,59.00,72.92,190.00,6.00,M,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 251100Z 19006KT 9999 FEW030 20/15 Q1022 NOSIG
YBBN,2011-04-25 11:30,153.1292,-27.3917,68.00,59.00,72.92,200.00,5.00,M,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 251130Z 20005KT 9999 FEW030 20/15 Q1022 NOSIG
YBBN,2011-04-25 12:00,153.1292,-27.3917,68.00,59.00,72.92,200.00,7.00,M,30.18,M,6.21,M,SCT,M,M,M,3500.00,M,M,M,VCSH,YBBN 251200Z 20007KT 9999 VCSH SCT035 20/15 Q1022 NOSIG
YBBN,2011-04-25 14:30,153.1292,-27.3917,64.40,60.80,88.09,210.00,5.00,M,30.18,M,6.21,M,SCT,M,M,M,3100.00,M,M,M,VCSH,YBBN 251430Z 21005KT 9999 VCSH SCT031 18/16 Q1022 RMK SHRA NW INTER 1430/1730 3000 SHRA BKN015
YBBN,2011-04-25 20:36,153.1292,-27.3917,64.40,62.60,93.88,160.00,8.00,M,30.18,M,5.59,M,FEW,SCT,M,M,2500.00,3500.00,M,M,-SHRA,YBBN 252036Z 16008KT 9000 -SHRA FEW025 SCT035 18/17 Q1022 RMK CLEARING FM2040 19007KT 9999 -SHRA SCT025 BKN040 INTER 2036/2336 3000 SHRA BKN015
