#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2010-02-05 00:00:00+00:00 2010-02-06 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2010-02-05 00:00,153.1292,-27.3917,82.40,69.80,65.74,10.00,7.00,M,29.85,M,6.21,M,FEW,BKN,M,M,2800.00,6000.00,M,M,M,YBBN 050000Z 01007KT 9999 FEW028 BKN060 28/21 Q1011 NOSIG
YBBN,2010-02-05 00:30,153.1292,-27.3917,82.40,66.20,58.08,360.00,7.00,M,29.83,M,6.21,M,FEW,SCT,M,M,3000.00,6000.00,M,M,M,YBBN 050030Z 36007KT 9999 FEW030 SCT060 28/19 Q1010 NOSIG
YBBN,2010-02-05 01:00,153.1292,-27.3917,84.20,68.00,58.32,40.00,7.00,M,29.83,M,6.21,M,FEW,SCT,M,M,3300.00,6000.00,M,M,M,YBBN 050100Z 04007KT 9999 FEW033 SCT060 29/20 Q1010 NOSIG
YBBN,2010-02-05 01:30,153.1292,-27.3917,82.40,69.80,65.74,60.00,8.00,M,29.83,M,6.21,M,FEW,SCT,M,M,3800.00,6500.00,M,M,M,YBBN 050130Z 06008KT 9999 FEW038 SCT065 28/21 Q1010 NOSIG
YBBN,2010-02-05 02:00,153.1292,-27.3917,84.20,64.40,51.47,60.00,9.00,M,29.83,M,6.21,M,FEW,M,M,M,3800.00,M,M,M,M,YBBN 050200Z 06009KT 9999 FEW038 29/18 Q1010 NOSIG
YBBN,2010-02-05 02:30,153.1292,-27.3917,84.20,66.20,54.80,60.00,8.00,M,29.83,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,YBBN 050230Z 06008KT 9999 FEW040 29/19 Q1010 NOSIG
YBBN,2010-02-05 03:00,153.1292,-27.3917,86.00,68.00,55.04,50.00,9.00,M,29.80,M,6.21,M,FEW,M,M,M,4200.00,M,M,M,M,YBBN 050300Z 05009KT 9999 FEW042 30/20 Q1009 NOSIG
YBBN,2010-02-05 03:30,153.1292,-27.3917,86.00,69.80,58.55,50.00,11.00,M,29.80,M,6.21,M,FEW,SCT,M,M,4200.00,29000.00,M,M,M,YBBN 050330Z 05011KT 9999 FEW042 SCT290 30/21 Q1009 NOSIG
YBBN,2010-02-05 04:00,153.1292,-27.3917,86.00,66.20,51.72,50.00,11.00,M,29.80,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,YBBN 050400Z 05011KT 9999 FEW045 30/19 Q1009 NOSIG
YBBN,2010-02-05 04:30,153.1292,-27.3917,84.20,66.20,54.80,40.00,12.00,M,29.80,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,YBBN 050430Z 04012KT 9999 FEW045 29/19 Q1009 NOSIG
