#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2011-10-14 00:00:00+00:00 2011-10-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
YBBN,2011-10-14 00:30,153.1292,-27.3917,73.40,66.20,78.19,90.00,5.00,M,30.00,M,6.21,M,BKN,M,M,M,2500.00,M,M,M,M,YBBN 140030Z 09005KT 9999 BKN025 23/19 Q1016
YBBN,2011-10-14 01:30,153.1292,-27.3917,75.20,66.20,73.61,110.00,5.00,M,30.00,M,6.21,M,SCT,M,M,M,2800.00,M,M,M,M,YBBN 140130Z 11005KT 9999 SCT028 24/19 Q1016
YBBN,2011-10-14 02:30,153.1292,-27.3917,75.20,66.20,73.61,100.00,7.00,M,29.97,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 140230Z 10007KT 9999 FEW030 24/19 Q1015
YBBN,2011-10-14 03:30,153.1292,-27.3917,75.20,66.20,73.61,90.00,8.00,M,29.94,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 140330Z 09008KT 9999 FEW030 24/19 Q1014
YBBN,2011-10-14 04:30,153.1292,-27.3917,75.20,64.40,69.14,80.00,9.00,M,29.91,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,YBBN 140430Z 08009KT 9999 FEW030 24/18 Q1013
YBBN,2011-10-14 05:30,153.1292,-27.3917,75.20,64.40,69.14,80.00,9.00,M,29.91,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,YBBN 140530Z 08009KT 9999 FEW020 24/18 Q1013
YBBN,2011-10-14 06:30,153.1292,-27.3917,73.40,64.40,73.44,90.00,7.00,M,29.91,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,YBBN 140630Z 09007KT 9999 FEW016 23/18 Q1013
YBBN,2011-10-14 07:00,153.1292,-27.3917,73.40,64.40,73.44,100.00,7.00,M,29.94,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,YBBN 140700Z 10007KT 9999 FEW016 23/18 Q1014 NOSIG
YBBN,2011-10-14 07:30,153.1292,-27.3917,71.60,64.40,78.04,120.00,9.00,M,29.91,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,YBBN 140730Z 12009KT 9999 FEW016 22/18 Q1013
YBBN,2011-10-14 08:00,153.1292,-27.3917,71.60,64.40,78.04,130.00,8.00,M,29.94,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,YBBN 140800Z 13008KT 9999 FEW016 22/18 Q1014 NOSIG
